group,Iso3,category,year,banded
Health and Wellbeing,NGA,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,NAM,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,ZMB,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,BEN,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,LCA,Global Well-Being Index (Age 15-29),2013,0.605
Health and Wellbeing,MLI,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,MEX,Global Well-Being Index (Age 15-29),2012,0.691
Health and Wellbeing,QAT,Global Well-Being Index (Age 15-29),2010,0.346
Health and Wellbeing,GEO,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,KEN,Global Well-Being Index (Age 15-29),2012,0
Health and Wellbeing,ISL,Global Well-Being Index (Age 15-29),2013,0.444
Health and Wellbeing,UKR,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,OMN,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,ECU,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,AFG,Global Well-Being Index (Age 15-29),2014,0
Health and Wellbeing,KHM,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,TLS,Global Well-Being Index (Age 15-29),2010,0.296
Health and Wellbeing,RWA,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,MEX,Global Well-Being Index (Age 15-29),2010,0.691
Health and Wellbeing,CYP,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,AGO,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,CUB,Global Well-Being Index (Age 15-29),2011,0.605
Health and Wellbeing,JAM,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,LCA,Global Well-Being Index (Age 15-29),2010,0.605
Health and Wellbeing,CRI,Global Well-Being Index (Age 15-29),2014,0.864
Health and Wellbeing,HND,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,IRQ,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,COM,Global Well-Being Index (Age 15-29),2014,0.207
Health and Wellbeing,SEN,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,LBY,Global Well-Being Index (Age 15-29),2015,0.325
Health and Wellbeing,ATG,Global Well-Being Index (Age 15-29),2014,0.591
Health and Wellbeing,BHR,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,ZWE,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,LKA,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,DZA,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,PER,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,SLB,Global Well-Being Index (Age 15-29),2012,0.296
Health and Wellbeing,NER,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,BIH,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,IRN,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,IRN,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,EST,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,QAT,Global Well-Being Index (Age 15-29),2014,0.325
Health and Wellbeing,TJK,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,COD,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,KGZ,Global Well-Being Index (Age 15-29),2015,0.691
Health and Wellbeing,TUN,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,CRI,Global Well-Being Index (Age 15-29),2010,0.864
Health and Wellbeing,ARE,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,PRT,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,GRC,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,MDV,Global Well-Being Index (Age 15-29),2014,0.247
Health and Wellbeing,TUN,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,ZWE,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,COD,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,ARE,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,KGZ,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,SWZ,Global Well-Being Index (Age 15-29),2015,0.207
Health and Wellbeing,LVA,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,SRB,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,KAZ,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,STP,Global Well-Being Index (Age 15-29),2015,0.207
Health and Wellbeing,ESP,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,LCA,Global Well-Being Index (Age 15-29),2011,0.605
Health and Wellbeing,COL,Global Well-Being Index (Age 15-29),2014,0.691
Health and Wellbeing,MDA,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,BFA,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,GNB,Global Well-Being Index (Age 15-29),2012,0.198
Health and Wellbeing,POL,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,POL,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,BRA,Global Well-Being Index (Age 15-29),2011,0.691
Health and Wellbeing,GBR,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,DOM,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,DOM,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,SGP,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,AGO,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,AUT,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,SLV,Global Well-Being Index (Age 15-29),2015,0.691
Health and Wellbeing,SLV,Global Well-Being Index (Age 15-29),2014,0.691
Health and Wellbeing,BRA,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,MYS,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,ZMB,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,LCA,Global Well-Being Index (Age 15-29),2012,0.605
Health and Wellbeing,USA,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,FRA,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,WSM,Global Well-Being Index (Age 15-29),2015,0.309
Health and Wellbeing,BOL,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,TKM,Global Well-Being Index (Age 15-29),2014,0.691
Health and Wellbeing,CAF,Global Well-Being Index (Age 15-29),2012,0.198
Health and Wellbeing,UKR,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,TKM,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,UZB,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,NZL,Global Well-Being Index (Age 15-29),2014,0.309
Health and Wellbeing,MUS,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,TZA,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,MUS,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,MDG,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,LBY,Global Well-Being Index (Age 15-29),2014,0.325
Health and Wellbeing,CHN,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,VCT,Global Well-Being Index (Age 15-29),2013,0.605
Health and Wellbeing,BHS,Global Well-Being Index (Age 15-29),2015,0.591
Health and Wellbeing,BWA,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,AUS,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,RUS,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,MRT,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,BRN,Global Well-Being Index (Age 15-29),2014,0.309
Health and Wellbeing,FRA,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,TTO,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,LKA,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,MLT,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,ITA,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,TJK,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,BHS,Global Well-Being Index (Age 15-29),2011,0.605
Health and Wellbeing,MDG,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,PER,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,HKG,Global Well-Being Index (Age 15-29),2014,0
Health and Wellbeing,GUY,Global Well-Being Index (Age 15-29),2013,0.57
Health and Wellbeing,SUR,Global Well-Being Index (Age 15-29),2011,0.57
Health and Wellbeing,ZMB,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,GRC,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,SDN,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,COL,Global Well-Being Index (Age 15-29),2010,0.691
Health and Wellbeing,EST,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,DZA,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,GNQ,Global Well-Being Index (Age 15-29),2013,0.198
Health and Wellbeing,JOR,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,HTI,Global Well-Being Index (Age 15-29),2015,0
Health and Wellbeing,PSE,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,PRY,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,TUR,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,LTU,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,TGO,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,MDV,Global Well-Being Index (Age 15-29),2010,0.272
Health and Wellbeing,LBY,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,ISR,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,SLE,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,IRQ,Global Well-Being Index (Age 15-29),2010,0.346
Health and Wellbeing,CZE,Global Well-Being Index (Age 15-29),2010,0.346
Health and Wellbeing,MWI,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,MWI,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,CIV,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,SYR,Global Well-Being Index (Age 15-29),2010,0
Health and Wellbeing,LUX,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,MDV,Global Well-Being Index (Age 15-29),2011,0.272
Health and Wellbeing,PRY,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,COG,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,FRA,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,OMN,Global Well-Being Index (Age 15-29),2014,0.325
Health and Wellbeing,TCD,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,NOR,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,MLT,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,SVN,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,JAM,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,PER,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,LTU,Global Well-Being Index (Age 15-29),2010,0.346
Health and Wellbeing,BFA,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,TWN,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,FIN,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,UKR,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,ECU,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,TZA,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,MUS,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,MDV,Global Well-Being Index (Age 15-29),2012,0.272
Health and Wellbeing,SWE,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,NAM,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,ALB,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,RWA,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,BLR,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,KHM,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,LBN,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,MOZ,Global Well-Being Index (Age 15-29),2011,0.198
Health and Wellbeing,MRT,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,DEU,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,IND,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,CZE,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,MWI,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,NLD,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,BEL,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,TJK,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,DJI,Global Well-Being Index (Age 15-29),2015,0.207
Health and Wellbeing,GRD,Global Well-Being Index (Age 15-29),2011,0.605
Health and Wellbeing,MNE,Global Well-Being Index (Age 15-29),2014,0.519
Health and Wellbeing,MNE,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,KEN,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,MKD,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,EST,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,BGR,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,RUS,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,BTN,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,HRV,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,BDI,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,AGO,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,AUS,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,SOM,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,JAM,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,GUY,Global Well-Being Index (Age 15-29),2010,0.57
Health and Wellbeing,SWE,Global Well-Being Index (Age 15-29),2011,0.346
Health and Wellbeing,PAK,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,MLI,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,GTM,Global Well-Being Index (Age 15-29),2010,0.691
Health and Wellbeing,BRA,Global Well-Being Index (Age 15-29),2012,0.691
Health and Wellbeing,LSO,Global Well-Being Index (Age 15-29),2010,0.198
Health and Wellbeing,IRN,Global Well-Being Index (Age 15-29),2010,0.346
Health and Wellbeing,IRN,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,ISL,Global Well-Being Index (Age 15-29),2010,0.444
Health and Wellbeing,CHL,Global Well-Being Index (Age 15-29),2013,0.519
Health and Wellbeing,GHA,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,TUR,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,ZAF,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,VNM,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,TTO,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,SUR,Global Well-Being Index (Age 15-29),2010,0.57
Health and Wellbeing,COL,Global Well-Being Index (Age 15-29),2012,0.691
Health and Wellbeing,BFA,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,ARE,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,BDI,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,MDV,Global Well-Being Index (Age 15-29),2013,0.272
Health and Wellbeing,VUT,Global Well-Being Index (Age 15-29),2013,0.296
Health and Wellbeing,PRY,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,ERI,Global Well-Being Index (Age 15-29),2015,0.207
Health and Wellbeing,NAM,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,MEX,Global Well-Being Index (Age 15-29),2014,0.691
Health and Wellbeing,VCT,Global Well-Being Index (Age 15-29),2014,0.591
Health and Wellbeing,TJK,Global Well-Being Index (Age 15-29),2010,0.173
Health and Wellbeing,TTO,Global Well-Being Index (Age 15-29),2015,0.519
Health and Wellbeing,IND,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,TZA,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,TZA,Global Well-Being Index (Age 15-29),2013,0.173
Health and Wellbeing,NGA,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,SWE,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,LBN,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,ESP,Global Well-Being Index (Age 15-29),2012,0.519
Health and Wellbeing,MNG,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,IND,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,RWA,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,EGY,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,BLR,Global Well-Being Index (Age 15-29),2010,0.346
Health and Wellbeing,BEL,Global Well-Being Index (Age 15-29),2014,0.346
Health and Wellbeing,BEN,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,BTN,Global Well-Being Index (Age 15-29),2014,0
Health and Wellbeing,GNQ,Global Well-Being Index (Age 15-29),2010,0.198
Health and Wellbeing,PSE,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,ITA,Global Well-Being Index (Age 15-29),2011,0.173
Health and Wellbeing,GNB,Global Well-Being Index (Age 15-29),2014,0.207
Health and Wellbeing,BGD,Global Well-Being Index (Age 15-29),2014,0.173
Health and Wellbeing,GIN,Global Well-Being Index (Age 15-29),2012,0.173
Health and Wellbeing,BHR,Global Well-Being Index (Age 15-29),2011,0.519
Health and Wellbeing,COD,Global Well-Being Index (Age 15-29),2015,0.173
Health and Wellbeing,VUT,Global Well-Being Index (Age 15-29),2011,0.296
Health and Wellbeing,SLB,Global Well-Being Index (Age 15-29),2013,0.296
Health and Wellbeing,COG,Global Well-Being Index (Age 15-29),2015,0.346
Health and Wellbeing,LBN,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,DZA,Global Well-Being Index (Age 15-29),2013,0.346
Health and Wellbeing,PER,Global Well-Being Index (Age 15-29),2012,0.346
Health and Wellbeing,USA,Global Well-Being Index (Age 15-29),2010,0.519
Health and Wellbeing,ISL,Global Well-Being Index (Age 15-29),2015,0.458
Health and Wellbeing,FSM,Global Well-Being Index (Age 15-29),2015,0.309
Health and Wellbeing,BRB,Global Well-Being Index (Age 15-29),2015,0.591
